,age,workclass,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,ypred
21010,38,6,1,0,4,1,4,1,0,0,55,39,0
11821,41,4,11,2,4,0,4,1,0,0,60,39,1
29759,46,4,11,2,7,0,4,1,0,0,50,39,0
10528,55,4,9,2,4,0,4,1,0,0,50,39,1
20814,56,1,15,5,8,1,2,1,0,0,40,39,0
28251,41,5,11,5,4,4,4,1,0,0,40,39,0
18837,19,4,0,4,3,1,4,1,0,0,40,39,0
9638,57,4,0,2,3,0,4,1,0,0,40,39,0
10681,57,0,0,2,0,5,4,0,0,0,40,39,0
4960,17,2,1,4,10,3,4,0,0,0,20,33,0
18067,27,4,9,4,4,3,4,0,0,0,40,39,0
7279,51,4,11,3,12,1,2,0,0,0,38,39,0
9743,33,6,11,4,4,1,4,1,0,0,55,10,0
28901,59,4,11,4,1,1,4,1,0,0,50,13,0
6060,40,4,7,0,1,4,2,0,0,0,32,39,0
4440,40,5,14,2,10,0,4,1,0,0,50,39,1
23497,60,7,15,2,11,0,4,1,0,0,40,39,0
8871,29,4,2,4,8,4,2,0,0,0,35,0,0
27576,30,4,11,5,4,4,4,0,0,0,29,39,0
2323,23,0,15,4,0,3,1,1,0,0,20,3,0
19647,32,4,11,2,3,0,4,1,0,0,50,39,0
8869,33,4,11,2,12,0,4,1,0,0,40,39,0
4664,22,4,11,4,6,3,2,1,0,0,40,39,0
18228,64,4,11,2,4,0,4,1,0,0,20,39,0
12667,20,0,2,4,0,1,2,0,0,0,35,39,0
24307,42,4,11,4,1,2,2,0,0,2339,40,38,0
16195,17,4,1,4,12,4,4,1,0,0,15,39,0
3292,62,4,9,2,10,0,4,1,0,0,50,39,1
3291,74,0,5,2,0,0,4,1,0,0,2,39,0
8342,33,4,11,2,4,0,4,1,0,0,40,39,0
15809,58,6,11,2,12,0,4,1,0,0,72,39,0
9699,28,4,12,4,10,1,4,0,0,0,50,39,0
8833,31,4,9,2,12,0,4,1,0,0,40,39,0
31910,43,4,12,6,10,4,2,0,0,0,37,39,0
22196,53,4,11,2,12,5,4,0,0,0,26,39,0
10024,49,4,8,5,10,3,4,0,0,0,36,39,0
15924,72,4,0,6,1,1,4,0,0,0,20,39,0
7672,33,4,11,2,4,0,4,1,0,0,50,39,0
15490,49,4,11,0,7,1,4,1,0,0,40,39,0
13568,64,6,11,2,12,0,4,1,0,0,35,39,0
29773,54,4,15,2,13,0,4,1,7688,0,40,39,1
1676,64,0,11,2,0,0,4,1,0,0,40,0,0
25874,38,6,9,2,10,0,4,1,0,0,70,39,1
29103,47,4,11,2,12,0,4,1,0,0,55,39,0
26015,31,4,15,4,7,1,4,0,0,0,25,39,0
22459,33,4,1,2,3,0,4,1,0,0,40,39,0
19123,20,4,11,4,9,1,4,0,0,0,45,39,0
10679,18,0,1,4,0,4,2,0,0,0,50,39,0
18093,42,4,7,0,1,1,4,1,0,0,40,39,0
25321,66,0,9,2,0,0,4,1,6767,0,20,39,1
17600,43,4,11,4,4,1,4,0,0,0,50,39,0
1819,43,7,9,2,1,0,4,1,0,0,50,39,1
9335,38,4,8,4,3,3,4,1,0,0,40,39,0
28676,27,6,11,2,5,0,4,1,0,1573,70,39,0
32542,72,0,11,2,0,0,4,1,0,0,25,39,0
21379,26,4,9,4,12,1,4,0,0,0,40,39,0
7715,24,4,11,2,7,5,4,0,0,0,40,39,0
19547,23,4,15,4,5,3,4,1,0,0,40,39,0
20842,52,4,11,0,12,1,4,0,0,0,40,11,0
18945,20,4,15,4,12,3,4,0,0,0,13,39,0
24165,19,4,11,4,8,3,4,0,0,0,40,8,0
29065,28,4,8,2,7,0,4,1,0,0,40,39,0
24784,18,6,1,4,12,3,4,0,0,0,40,39,0
14608,23,4,11,4,3,4,4,1,0,0,40,39,0
28346,45,5,11,2,12,0,4,1,0,0,50,39,0
6939,21,4,11,4,3,3,4,1,0,0,40,39,0
5850,18,4,0,4,8,3,4,1,0,0,11,39,0
25381,45,4,9,2,7,0,4,1,0,0,40,39,0
11258,32,4,11,2,1,5,4,0,0,0,20,39,0
13178,39,4,12,2,1,0,4,1,0,0,40,39,1
14145,51,4,9,2,10,0,4,1,0,0,50,39,1
2604,18,4,0,4,6,3,4,1,0,0,27,39,0
30505,23,4,15,4,8,4,4,0,0,0,48,8,0
4404,47,4,15,2,3,0,4,1,0,0,40,39,0
12183,18,2,12,4,10,3,4,0,0,0,60,39,0
24302,66,6,5,2,5,0,4,1,0,0,48,39,0
19646,27,4,11,4,14,1,4,1,0,1876,75,39,0
10130,27,4,15,4,7,1,4,0,0,0,40,39,0
4348,40,4,15,0,6,1,0,0,0,0,84,39,0
14565,45,4,11,2,7,0,4,1,0,0,40,39,0
6854,43,4,15,4,1,1,4,0,0,0,50,39,0
22546,45,4,8,2,3,0,4,1,0,0,40,2,0
186,41,6,9,0,4,1,4,0,0,0,40,39,0
9597,63,7,11,0,1,1,4,0,0,0,38,39,0
27975,27,4,15,4,14,2,4,1,0,0,40,39,0
27558,25,4,11,4,3,3,4,1,0,0,40,5,0
20446,34,4,15,4,6,2,4,1,0,0,20,39,0
4738,25,7,15,4,14,1,2,1,0,0,40,39,0
23140,44,6,9,0,4,1,4,1,0,0,60,39,0
27302,33,4,1,4,6,3,2,1,0,0,40,39,0
12491,19,0,15,4,0,3,4,0,0,0,15,39,0
29304,24,4,11,4,6,2,4,1,0,0,40,39,0
30102,21,0,1,2,0,5,4,0,0,0,56,39,0
14702,41,4,11,2,4,0,4,1,0,0,40,39,0
13611,27,4,15,2,1,0,4,1,0,0,30,39,0
27096,35,4,9,0,12,1,4,0,0,0,40,39,0
2267,32,2,11,4,14,4,2,0,0,0,37,39,0
23593,33,4,8,4,3,1,4,1,0,0,40,39,0
5285,31,5,15,2,1,5,4,0,0,0,20,39,0
17156,49,4,11,2,3,0,4,1,0,0,40,39,0
9807,59,4,9,4,3,1,4,1,0,0,50,39,0
11243,37,4,1,4,7,1,4,1,0,0,40,39,0
27154,39,2,11,0,6,1,4,1,0,0,40,39,0
14885,72,4,9,2,11,0,4,1,0,0,17,39,0
32203,51,1,10,2,10,0,1,1,15024,0,40,40,1
22683,51,4,15,4,7,1,4,1,0,0,21,39,0
12137,69,4,11,6,1,4,4,0,1848,0,12,39,0
6557,31,2,7,4,13,1,4,1,0,0,20,39,0
23968,42,4,12,2,10,5,4,0,0,0,45,39,1
12068,18,0,15,4,0,3,4,0,0,0,4,39,0
15441,67,6,9,0,10,1,4,1,0,0,40,39,0
24508,33,4,11,2,7,0,4,1,0,0,48,39,0
8690,31,4,15,0,3,3,2,1,0,0,40,39,0
26201,24,4,2,4,12,2,4,1,0,0,55,39,0
7094,42,1,11,5,1,4,2,0,0,0,40,39,0
1175,58,0,15,2,0,0,4,1,0,0,40,39,0
27658,19,4,11,0,8,1,4,0,0,0,40,39,0
8543,62,0,11,2,0,0,4,1,0,0,40,39,0
20773,22,0,15,2,0,0,4,1,0,0,6,39,0
11842,35,4,12,2,4,0,4,1,0,0,60,39,1
24517,22,4,11,4,1,4,4,0,0,0,40,26,0
12374,61,4,5,2,14,0,2,1,0,1651,40,39,0
29584,20,7,15,4,1,3,4,0,0,0,40,39,0
16493,23,4,15,4,10,1,4,1,0,0,45,39,0
11855,19,4,15,4,6,3,4,1,0,0,40,39,0
29585,46,7,9,2,10,0,4,1,0,0,38,39,1
30654,26,4,11,2,7,0,4,1,0,0,40,39,0
27511,26,4,11,4,3,1,4,1,0,0,70,39,0
25245,24,7,11,2,11,0,4,1,0,0,40,39,0
9603,36,4,11,4,14,1,4,1,0,0,45,39,0
13597,40,4,9,2,5,0,4,1,0,0,40,39,0
5488,56,4,8,2,3,0,4,1,0,0,45,39,1
19717,39,6,11,2,12,0,4,1,0,0,40,39,0
10580,48,5,9,0,12,1,4,1,0,0,60,39,0
29976,45,2,11,2,14,5,4,0,5178,0,40,39,1
25291,24,4,8,2,7,0,4,1,0,0,40,39,0
5480,61,4,15,2,13,0,4,1,15024,0,18,39,1
864,33,4,11,2,7,0,4,1,0,0,40,39,0
32448,61,4,5,2,3,0,4,1,0,0,40,39,0
24637,23,4,15,4,4,3,3,1,0,0,24,29,0
24361,51,6,7,5,12,1,2,1,0,0,30,39,0
18864,53,4,9,2,6,0,4,1,0,0,55,39,1
26628,22,4,9,4,4,4,4,1,0,0,40,39,0
26191,31,4,11,4,12,3,4,1,0,0,40,39,0
7717,18,4,11,4,1,3,4,0,0,0,25,39,0
14550,46,6,15,2,4,0,4,1,0,0,58,39,1
4655,19,0,6,4,0,1,4,0,0,0,25,39,0
27567,56,6,15,2,4,0,4,1,0,0,50,39,1
19964,30,4,9,2,4,0,1,1,0,0,40,17,1
2527,34,4,9,4,4,2,4,0,0,1741,45,39,0
5228,27,0,11,4,0,1,4,0,0,0,25,39,0
16997,20,4,15,4,8,3,2,1,0,0,20,39,0
9106,71,0,5,6,0,2,4,0,0,0,16,31,0
25616,42,4,15,0,1,1,2,0,0,0,40,39,0
7270,49,4,15,4,8,1,4,0,0,0,60,39,0
1273,25,4,11,4,13,1,2,0,0,0,40,39,0
6055,45,5,11,0,4,1,4,1,0,0,42,39,0
890,48,0,15,0,0,4,2,0,0,0,30,39,0
28693,32,4,1,4,3,1,1,1,0,0,40,19,0
8424,34,7,12,4,10,4,2,0,0,0,24,39,0
18200,28,4,15,4,7,1,4,1,0,0,42,39,0
18274,46,4,15,2,4,0,4,1,0,0,40,39,1
16197,68,4,5,6,8,4,0,0,0,0,20,39,0
11881,56,4,11,2,14,0,4,1,0,0,40,39,0
30137,26,4,11,4,1,1,4,0,0,0,40,39,0
31143,26,7,11,4,3,4,4,1,0,0,50,39,0
28810,34,4,9,4,10,1,4,0,0,0,45,39,0
32309,36,4,0,2,3,0,4,1,0,0,40,39,0
23864,51,1,11,0,4,1,4,0,0,0,40,39,0
4483,43,4,9,4,12,1,4,1,0,0,50,39,0
27674,49,4,15,2,8,0,4,1,0,0,40,39,0
21870,49,6,11,0,5,1,4,0,0,0,28,39,0
16012,46,4,9,4,12,1,4,1,0,0,45,39,0
8,31,4,12,4,10,1,4,0,14084,0,50,39,1
18010,46,0,11,3,0,1,1,1,0,0,40,30,0
16128,27,4,11,2,3,0,4,1,2885,0,40,39,0
19962,34,1,9,2,1,0,1,1,0,0,38,39,0
9602,55,4,11,2,8,0,4,1,0,0,40,39,0
9861,48,6,15,0,3,1,4,1,0,0,40,39,0
31374,20,4,11,4,6,3,4,1,0,0,15,39,0
10042,33,5,10,2,10,0,4,1,0,0,40,5,1
13410,25,4,8,2,10,5,4,0,0,1887,40,39,1
10666,27,7,7,4,11,1,4,1,0,0,40,39,0
4846,45,4,7,2,3,0,4,1,0,0,40,39,0
4309,58,0,11,6,0,1,4,0,0,0,12,39,0
19989,42,4,15,4,3,1,1,1,0,0,40,39,0
31656,51,4,15,0,4,1,4,0,0,0,36,39,0
20340,60,4,15,2,12,0,4,1,0,0,40,39,0
28101,30,4,15,2,3,0,4,1,0,0,58,39,0
26680,32,4,15,0,12,4,4,0,0,0,30,39,0
18600,33,0,11,4,0,1,4,1,0,0,40,39,0
11250,38,4,15,2,6,5,4,0,0,0,35,39,0
4449,56,4,0,0,3,1,4,1,0,0,56,39,0
14215,22,2,9,4,10,1,4,0,0,0,35,39,0
17137,43,5,11,2,12,0,4,1,0,0,50,39,0
22902,58,4,11,6,1,4,0,1,0,0,40,39,0
28444,55,6,11,5,5,4,4,0,0,0,55,39,0
28047,38,4,11,2,3,0,4,1,0,0,40,39,0
10618,53,4,9,2,4,0,4,1,0,0,50,39,1
22572,34,4,15,4,4,1,4,1,0,0,45,39,0
16355,30,4,9,4,10,3,4,0,0,0,37,39,0
19233,35,0,9,4,0,1,4,1,0,0,40,39,0
16505,46,4,4,2,14,0,0,1,0,1902,40,39,1
1917,28,2,8,2,11,0,2,1,0,0,46,39,0
31933,24,4,11,0,1,1,4,0,0,0,32,39,0
13467,65,4,11,0,12,1,4,0,0,0,20,39,0
9791,55,4,11,2,14,0,4,1,0,0,60,39,0
20046,44,4,12,2,4,0,4,1,0,0,40,39,1
1345,35,4,9,4,1,3,4,0,0,0,40,39,0
30903,50,7,9,0,1,1,2,0,0,0,37,39,0
32526,32,4,0,2,14,0,4,1,0,0,40,39,0
18032,53,6,0,2,5,0,4,1,0,0,35,39,0
6960,32,4,11,2,12,0,4,1,7298,0,40,39,1
26793,17,4,0,4,12,2,4,1,0,0,30,39,0
21044,60,5,15,2,4,0,4,1,0,0,40,39,1
18505,25,1,11,4,6,1,0,1,0,0,40,39,0
24837,20,4,11,4,1,1,4,1,0,0,40,39,0
31741,31,1,7,2,12,0,1,1,0,0,40,39,0
32326,48,4,10,2,10,0,4,1,0,0,45,39,1
10015,74,0,7,6,0,1,4,0,0,0,20,39,0
12509,36,4,11,2,3,0,4,1,0,0,40,39,0
20757,17,0,0,4,0,3,4,1,0,0,30,39,0
9142,70,4,11,2,6,0,4,1,0,2174,40,39,0
1920,32,4,11,5,1,4,4,0,0,0,40,39,0
20251,52,4,1,2,3,0,4,1,0,0,40,39,0
6451,37,7,15,2,3,0,4,1,0,0,40,39,0
10210,90,6,15,2,5,0,4,1,0,0,40,39,0
4134,38,4,11,0,1,4,4,0,0,0,48,39,0
19418,26,4,15,0,10,1,4,0,0,0,40,39,0
27116,43,4,9,2,13,0,4,1,0,0,24,39,0
2935,50,2,15,2,1,0,4,1,0,1740,48,39,0
7171,24,4,9,4,10,1,4,0,0,0,8,39,0
26358,63,4,0,2,3,0,4,1,0,0,40,39,0
25273,60,4,5,2,6,0,4,1,0,0,40,39,0
12808,48,4,15,0,8,4,4,0,0,0,32,39,0
32476,35,4,2,2,3,0,4,1,0,0,84,39,0
16200,19,7,15,4,1,2,4,0,0,0,15,24,0
7248,44,4,8,2,4,0,2,1,0,0,40,39,1
20577,40,2,11,2,1,5,4,0,0,0,40,39,0
27369,28,6,4,2,6,0,4,1,0,0,25,26,0
29216,28,4,15,4,6,3,4,1,0,0,40,39,0
4621,18,0,1,4,0,3,4,1,0,0,25,39,0
717,19,7,11,4,13,3,4,0,0,0,40,39,0
26610,41,2,15,2,1,5,2,0,0,0,40,39,0
22617,20,4,4,4,6,2,4,1,0,0,40,13,0
7436,21,4,15,4,1,3,2,0,0,0,20,39,0
1392,59,4,11,0,12,4,4,0,0,1762,30,39,0
30219,72,4,15,2,10,0,4,1,3471,0,20,39,0
4341,36,4,11,2,3,0,4,1,0,0,52,39,0
13494,35,1,15,4,8,4,2,0,0,0,40,39,0
15689,43,4,8,2,4,0,4,1,0,0,45,39,1
30344,23,4,11,2,7,0,4,1,0,0,48,39,0
4282,31,4,15,2,12,5,2,0,0,0,40,39,0
26920,41,1,9,4,4,1,4,1,0,0,40,39,0
9729,28,4,11,4,6,3,2,0,0,0,40,39,0
3156,33,4,14,4,10,3,4,1,0,0,42,39,0
11039,55,0,12,2,0,0,4,1,0,0,40,39,1
1725,44,4,15,0,3,1,4,1,0,0,40,39,0
3217,59,4,9,2,3,0,4,1,0,0,60,39,1
25414,49,6,9,2,12,0,4,1,15024,0,40,39,1
10741,26,4,8,2,3,0,4,1,0,2002,40,39,0
3130,41,4,1,0,8,4,3,0,0,0,40,39,0
10443,17,6,0,4,8,3,4,0,0,0,24,39,0
13599,34,4,9,2,12,0,4,1,0,0,60,39,1
30531,56,4,5,4,8,3,4,0,0,0,30,39,0
7050,31,4,0,4,1,4,2,0,0,0,40,39,0
20828,57,4,4,2,3,0,4,1,0,0,40,39,0
21443,31,4,11,0,3,4,4,1,0,0,40,39,0
12992,19,4,15,4,8,3,4,0,0,0,25,39,0
22967,25,4,9,5,4,1,4,1,0,0,40,39,0
25803,62,4,9,2,12,0,4,1,0,0,20,39,0
9029,47,4,15,2,4,0,4,1,0,0,50,39,1
30950,45,7,11,0,4,4,4,0,0,0,38,39,0
29038,28,2,6,2,3,0,2,1,0,0,40,38,0
18595,60,4,8,2,13,0,4,1,0,0,40,39,1
10895,22,7,9,4,10,1,4,0,0,0,40,39,0
9628,21,4,11,4,8,1,4,0,0,0,40,39,0
21719,30,4,9,0,8,1,4,1,0,0,40,39,0
11127,48,2,9,0,10,4,4,0,0,0,60,39,0
9368,21,4,11,4,7,4,4,0,0,0,40,39,0
25149,33,4,5,4,5,1,4,1,0,0,40,26,0
28321,30,4,11,2,7,0,4,1,0,0,44,39,0
3759,68,0,5,2,0,0,4,1,0,0,30,39,0
27063,38,4,11,0,1,3,4,0,0,0,40,39,0
27623,25,4,8,4,8,4,0,0,0,0,40,39,0
11835,38,4,9,3,14,1,3,1,0,0,84,19,0
6135,32,4,9,2,4,0,2,1,0,0,40,9,1
8824,58,4,11,0,12,4,4,0,0,0,40,39,0
7844,35,4,12,2,12,0,4,1,0,0,40,19,1
14251,69,4,4,2,1,0,4,1,1797,0,40,39,0
2309,64,7,11,6,1,1,4,0,0,0,38,39,0
5707,44,2,12,2,10,0,4,1,0,0,35,39,1
6765,28,4,15,2,3,0,4,1,0,0,50,11,0
9641,42,4,15,4,12,1,4,1,0,0,45,39,0
21270,37,4,15,2,12,0,4,1,0,0,45,39,1
26547,58,4,11,0,1,1,4,0,0,0,40,39,0
14193,17,4,6,4,8,3,4,0,0,0,20,39,0
20447,37,4,15,2,3,0,4,1,0,0,65,39,0
6908,35,4,15,4,1,3,4,0,0,2205,40,39,0
14188,29,4,11,2,3,0,4,1,0,0,40,39,0
24807,32,4,11,0,3,1,4,1,0,0,40,39,0
16626,36,4,15,2,7,0,4,1,0,0,44,39,0
13430,49,4,2,4,14,1,1,1,0,0,35,39,0
4112,38,7,15,0,11,4,0,0,0,0,40,39,0
30203,45,4,15,2,14,0,4,1,7298,0,50,39,1
26061,22,4,2,4,14,4,4,1,0,0,30,39,0
27777,21,4,15,4,8,1,4,0,0,0,40,39,0
20958,52,4,11,3,1,1,4,0,0,0,50,39,0
14278,38,4,11,4,3,4,2,0,0,0,40,39,0
31853,28,4,11,4,3,3,4,1,0,0,40,39,0
24808,33,4,6,2,14,2,4,1,0,0,40,26,0
19948,63,4,0,6,5,4,4,0,0,0,56,39,0
6632,46,4,7,0,10,4,4,0,0,0,40,39,0
28730,55,4,15,6,5,1,4,1,0,2258,62,39,0
11851,25,0,2,5,0,4,4,0,0,0,30,39,0
13445,44,4,11,2,1,5,4,0,0,0,38,39,0
20182,19,4,1,4,6,3,4,1,0,0,25,39,0
26241,42,4,8,2,8,0,4,1,0,0,30,39,0
15372,59,2,15,2,11,0,4,1,0,0,42,39,1
14763,49,2,11,2,11,0,4,1,0,0,56,39,1
16796,48,4,8,2,4,0,4,1,0,0,43,39,1
28454,46,4,9,2,4,0,4,1,7298,0,50,39,1
31411,54,4,11,2,4,0,4,1,0,0,55,39,1
28801,45,4,9,2,12,0,4,1,0,1887,60,39,1
7016,41,4,15,4,3,3,1,1,0,0,40,39,0
9527,24,4,8,4,13,3,4,1,0,0,40,39,0
12379,27,4,9,4,8,1,4,0,0,0,40,39,0
15127,51,5,15,2,4,0,4,1,0,0,40,39,1
13480,44,4,1,2,12,0,4,1,0,0,40,39,0
21160,36,4,11,2,3,0,4,1,0,0,45,39,0
14649,24,4,11,4,6,1,4,0,0,0,36,39,0
14105,51,4,11,2,7,0,2,1,0,0,40,39,0
31960,36,5,7,2,10,0,4,1,0,0,70,39,1
24690,72,6,15,2,3,0,4,1,0,0,35,39,0
17152,19,4,11,4,14,3,4,1,0,0,40,39,0
28410,23,4,11,4,6,3,2,1,0,0,40,39,0
14030,40,4,15,2,12,0,4,1,0,0,60,33,1
4091,33,4,11,0,3,1,4,1,0,2258,84,39,0
24627,35,1,15,4,6,4,4,0,0,0,40,39,0
30455,32,4,15,2,7,0,1,1,0,0,40,30,0
20337,18,3,1,4,0,3,4,0,0,0,10,39,0
3990,77,0,11,6,0,1,4,0,0,0,14,39,0
11588,45,4,15,0,1,4,2,0,0,0,32,39,0
1589,23,4,9,4,1,1,4,0,0,0,40,39,0
9157,22,4,11,4,12,1,4,0,0,0,30,39,0
8349,46,7,11,4,8,1,2,0,0,0,40,39,0
15939,23,4,0,2,3,0,4,1,0,0,40,32,0
25974,35,4,11,2,3,0,4,1,0,0,40,39,0
11219,70,5,15,2,12,0,4,1,10566,0,40,39,1
20388,38,6,15,0,7,4,4,1,0,0,40,39,0
8244,32,4,0,4,7,3,4,1,0,0,40,26,0
4457,31,7,11,0,11,3,3,1,0,0,40,39,0
27537,46,5,9,2,12,0,4,1,0,0,55,39,1
32095,27,4,9,4,4,1,4,0,0,0,40,39,0
2422,29,4,1,2,14,0,4,1,0,0,60,39,0
19052,36,4,11,2,3,0,4,1,0,0,50,39,0
20149,29,4,15,4,10,1,4,1,0,0,15,39,0
30737,31,6,6,2,3,0,4,1,0,0,40,39,0
24265,37,7,11,0,1,4,4,0,0,0,12,33,0
6512,37,6,9,4,11,1,4,1,0,0,55,39,0
8146,23,4,11,2,7,3,4,0,2105,0,40,39,0
13351,26,4,7,2,7,0,4,1,5178,0,40,39,1
26081,40,0,5,5,0,1,4,0,0,0,8,39,0
24999,25,4,9,2,10,5,4,0,0,0,32,39,0
8662,60,4,0,0,5,1,4,1,0,0,48,39,0
9023,30,4,15,2,7,0,4,1,0,0,40,39,0
3073,27,4,11,4,3,3,2,1,0,0,40,39,0
12563,52,6,12,2,4,0,1,1,0,0,40,30,1
26507,19,4,11,4,1,3,4,0,0,0,15,39,0
9257,19,8,11,4,5,3,4,1,0,0,20,39,0
7805,31,4,9,2,4,0,4,1,0,0,40,39,1
17434,51,4,11,2,7,0,4,1,0,0,40,39,0
23521,29,4,8,2,6,0,4,1,0,0,40,39,0
13322,17,4,0,4,8,3,4,1,0,0,40,39,0
10306,28,4,11,4,6,3,4,1,0,0,48,39,0
8973,90,4,9,2,12,0,4,1,9386,0,15,39,1
9931,20,1,15,4,1,2,4,0,0,0,40,39,0
10680,34,4,11,4,6,1,4,1,0,0,40,39,0
21662,21,4,15,4,8,1,4,0,0,0,20,39,0
22321,47,4,11,2,3,0,4,1,0,0,40,39,0
9170,21,0,15,4,0,3,2,1,0,0,20,39,0
21013,35,4,12,2,10,0,4,1,0,1887,40,39,1
29927,42,4,5,2,6,0,4,1,0,0,30,26,0
5393,29,7,8,4,13,1,4,0,0,1590,64,39,0
15008,25,4,3,2,5,0,4,1,0,0,96,26,0
9367,17,0,0,4,0,3,4,1,0,0,40,39,0
3961,62,6,11,2,3,0,4,1,10566,0,40,39,1
6992,31,4,7,2,12,0,4,1,4386,0,45,39,0
24226,45,4,12,4,10,1,4,0,0,0,40,39,0
28229,37,4,7,2,10,0,4,1,0,0,45,39,1
28787,18,4,15,4,1,3,4,1,0,0,40,39,0
24544,26,4,9,4,10,1,4,1,0,0,50,39,0
5924,43,4,9,5,10,4,4,1,0,0,45,39,0
8680,25,4,9,4,3,3,4,1,0,1590,35,39,0
23727,22,4,8,4,8,3,4,0,0,0,12,39,0
29576,45,6,9,2,14,0,4,1,0,0,40,39,0
8374,46,4,15,5,12,1,4,1,0,0,55,39,0
28024,31,4,15,4,12,1,4,0,0,0,40,39,0
20223,35,4,11,4,7,1,4,1,0,0,40,39,0
21683,48,4,11,0,3,1,4,1,0,0,50,39,0
6526,63,4,0,2,1,0,4,1,0,0,45,39,0
21872,27,4,9,4,6,1,2,1,0,0,40,39,0
15381,44,4,11,2,1,0,4,1,0,0,48,39,0
17654,57,4,12,2,4,0,4,1,0,0,50,39,1
29436,18,0,1,4,0,3,4,1,0,0,72,39,0
8275,28,4,11,4,5,4,4,0,0,0,35,39,0
11332,21,4,11,4,8,3,4,1,0,0,40,39,0
13606,18,4,1,4,8,3,4,0,0,0,12,39,0
8455,36,4,15,4,8,1,4,1,0,0,40,39,0
22925,51,4,7,2,4,0,4,1,0,0,45,39,1
28469,54,4,11,2,3,0,4,1,5178,0,40,39,1
30236,23,7,7,4,1,1,4,0,0,0,25,39,0
7278,37,4,10,2,10,5,4,0,0,0,35,39,1
163,28,4,11,4,4,1,1,0,0,0,40,9,0
7514,25,4,1,4,6,1,4,1,0,0,40,39,0
812,43,4,15,0,4,1,4,1,0,0,45,39,0
21012,22,4,11,4,3,3,4,1,0,0,50,39,0
8624,32,4,9,4,4,1,4,0,0,0,40,39,0
24853,18,4,1,4,8,3,4,1,0,0,15,29,0
8949,60,0,8,6,0,1,4,0,0,0,40,39,0
15638,39,4,14,0,4,1,4,1,0,0,50,39,0
2375,20,4,11,0,12,1,2,0,0,0,40,39,0
12650,25,4,11,2,14,0,4,1,0,0,40,39,0
25602,36,4,11,4,4,1,4,1,0,2258,70,39,0
3350,25,4,11,3,5,1,3,1,0,0,40,26,0
13889,33,4,11,2,12,0,4,1,0,0,40,39,0
636,21,4,9,4,6,1,4,1,0,0,40,39,0
24326,27,2,9,4,10,1,0,0,3325,0,43,39,0
24492,31,4,9,4,13,1,4,0,0,0,42,39,0
2337,22,4,0,4,14,3,4,1,0,0,25,39,0
7313,25,4,9,4,10,1,4,0,0,0,50,39,0
23305,37,4,8,2,10,5,4,0,0,1887,35,39,1
225,18,4,11,4,12,3,4,0,0,0,40,39,0
32247,44,1,9,6,4,4,4,0,0,0,40,39,0
17516,68,4,11,2,1,0,4,1,0,0,24,39,0
23079,38,4,11,2,14,0,4,1,0,0,60,39,0
26888,67,1,11,6,8,4,4,1,0,0,40,39,0
8581,51,6,11,4,5,1,4,1,8614,0,40,39,1
17588,30,7,11,4,8,1,2,0,0,0,40,39,0
11315,66,4,9,2,3,0,1,1,0,0,30,30,0
28455,27,2,11,2,6,0,4,1,0,0,40,39,0
10712,46,1,11,4,1,1,0,1,0,0,40,39,0
6088,20,4,15,4,12,3,4,0,0,0,18,39,0
20666,38,4,9,2,1,0,4,1,0,0,56,39,1
29855,61,2,3,2,8,0,4,1,0,0,40,26,0
31719,43,4,8,5,12,4,4,0,0,0,45,39,0
11281,18,4,1,4,1,3,4,0,0,0,15,39,0
16359,30,6,11,2,3,0,4,1,0,0,60,39,0
20798,49,1,15,2,3,0,4,1,0,0,40,39,0
1736,26,4,9,4,3,2,4,1,0,0,40,39,0
14083,54,4,9,4,1,1,4,0,14084,0,40,39,1
12160,25,4,15,4,8,3,4,0,0,0,25,39,0
10184,42,6,10,4,10,1,4,1,0,0,7,0,0
4746,28,4,9,4,12,1,4,1,8614,0,40,39,1
17253,24,4,11,4,5,3,4,1,0,0,98,39,0
19855,39,4,15,0,1,4,4,0,114,0,45,39,0
20634,45,4,8,0,4,1,4,1,2174,0,50,39,0
11396,25,4,12,4,10,1,4,0,4650,0,37,39,0
26960,44,4,9,2,14,0,4,1,0,0,55,39,1
323,29,4,1,4,4,1,4,0,0,0,40,39,0
23640,28,4,11,2,3,0,2,1,2829,0,40,39,0
18346,43,7,11,0,13,1,4,0,0,0,40,39,0
17400,51,4,11,2,13,0,4,1,0,0,40,39,0
9309,36,4,11,2,10,0,4,1,0,2377,60,39,1
28736,54,4,11,4,1,2,4,0,0,0,40,39,0
15806,45,5,7,2,10,0,4,1,0,0,50,39,1
31328,31,4,11,2,8,0,4,1,0,0,35,39,0
29818,24,4,11,0,8,4,4,0,0,0,40,39,0
6993,20,0,15,4,0,3,4,0,0,0,30,39,0
8954,65,0,8,2,0,0,4,1,0,0,50,39,0
10996,39,7,7,2,11,0,4,1,0,0,52,39,1
4159,25,4,15,2,12,0,2,1,0,0,45,39,0
7662,40,6,9,4,4,1,4,1,0,0,50,39,0
9456,31,4,8,4,11,3,2,1,0,0,40,39,0
28182,23,5,11,4,14,1,4,1,0,0,50,39,0
4650,31,4,11,4,12,3,1,0,0,0,40,39,0
23381,57,1,12,2,4,0,2,1,15024,0,40,39,1
14782,57,4,11,0,12,4,4,0,0,0,28,39,0
28791,64,2,11,6,1,1,4,0,0,0,40,39,0
